%
% Comments go after a '%' sign.
%
%
% Relation: 18F0269
%
%
% Attributes: 8     Instances: 8820
%
%

@relation 18F0269

@attribute 'command' numeric
@attribute 'extradata' numeric
@attribute 'requirement' numeric
@attribute 'frame_window_start' numeric
@attribute 'frame_window_end' numeric
@attribute 'starting_frame' numeric
@attribute 'move' numeric
@attribute 'option' {'auto','manual'}

@data
4611686035607257088,20,2085,1,32767,1,1441,'manual'
4611686052787126272,0,2092,1,32767,1,32769,'manual'
4611686022722355200,0,2099,1,32767,1,32769,'manual'
4611686027017322496,0,2106,1,32767,1,32769,'manual'
32779,0,0,0,0,93,595,'manual'
32779,0,0,0,0,18,986,'manual'
32779,0,0,0,0,8,1339,'manual'
32779,0,0,0,0,8,1366,'manual'
8,20,0,1,32767,1,1459,'manual'
32779,0,0,0,0,4,1316,'manual'
32768,0,0,0,0,0,1461,'manual'
32779,0,0,0,0,143,1546,'manual'
32779,0,0,0,0,113,0,'manual'
32779,0,0,0,0,52,320,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,0,2071,1,32767,1,32769,'manual'
4611686027017322496,0,2078,1,32767,1,32769,'manual'
4611686035607257088,20,2085,1,32767,1,1441,'manual'
4611686052787126272,0,2092,1,32767,1,32769,'manual'
4611686022722355200,0,2099,1,32767,1,32769,'manual'
4611686027017322496,0,2106,1,32767,1,32769,'manual'
32779,0,0,0,0,93,595,'manual'
32779,0,0,0,0,18,986,'manual'
32779,0,0,0,0,8,1339,'manual'
32779,0,0,0,0,8,1366,'manual'
8,20,0,1,32767,1,1459,'manual'
32779,0,0,0,0,4,1316,'manual'
32768,0,0,0,0,0,1461,'manual'
4611686022722355200,10,0,1,15,9,1541,'manual'
4611686022722355200,10,0,16,21,16,1542,'manual'
4611686022722355200,10,0,22,27,22,1543,'manual'
4611686027017322496,10,0,1,15,9,1544,'manual'
4611686027017322496,10,0,16,21,16,1544,'manual'
4611686027017322496,10,0,22,27,22,1544,'manual'
4611686035607257102,10,0,1,27,22,1545,'manual'
4611686035607257088,10,0,1,15,9,1546,'manual'
4611686035607257088,10,0,16,21,16,1547,'manual'
4611686035607257088,10,0,22,27,22,1548,'manual'
4611686052787126286,10,0,1,27,22,1551,'manual'
4611686052787126272,10,0,1,15,9,1549,'manual'
4611686052787126272,10,0,16,21,16,1550,'manual'
4611686052787126272,10,0,22,27,22,1551,'manual'
4611686022722355214,14,280,1,35,34,1666,'manual'
4611686027017322510,14,280,1,35,34,1666,'manual'
4611686022722355214,14,282,1,35,34,1667,'manual'
4611686027017322510,14,282,1,35,34,1667,'manual'
4611686035607257102,14,280,1,35,34,1670,'manual'
4611686052787126286,14,280,1,35,34,1670,'manual'
4611686035607257102,14,282,1,35,34,1671,'manual'
4611686052787126286,14,282,1,35,34,1671,'manual'
4611686022722356208,14,280,1,35,34,1613,'manual'
4611686027017323504,14,280,1,35,34,1613,'manual'
4611686022722356208,14,282,1,35,34,1614,'manual'
4611686027017323504,14,282,1,35,34,1614,'manual'
4611686035607258096,14,280,1,35,34,1634,'manual'
4611686052787127280,14,280,1,35,34,1634,'manual'
4611686035607258096,14,282,1,35,34,1635,'manual'
4611686052787127280,14,282,1,35,34,1635,'manual'
4611686022722356208,13,0,1,35,34,1740,'manual'
4611686027017323504,13,0,1,35,34,1744,'manual'
4611686035607258096,16,0,1,35,34,1746,'manual'
4611686052787127280,0,0,1,35,34,1748,'manual'
4611686022722355208,13,0,1,35,34,1662,'manual'
4611686027017322504,13,0,1,35,34,1665,'manual'
4611686035607257096,15,0,1,35,34,1675,'manual'
4611686052787126280,15,0,1,35,34,1676,'manual'
4611686022722355200,0,0,1,35,34,1662,'manual'
4611686027017322496,0,0,1,35,34,1665,'manual'
4611686035607257088,15,0,1,35,34,1668,'manual'
4611686052787126272,15,0,1,35,34,1669,'manual'
14,0,0,34,35,35,32770,'manual'
32768,0,0,35,32767,35,32769,'manual'
4611686022722355200,15,0,1,7,7,1490,'manual'
4611686022722355200,15,0,1,15,15,1493,'manual'
4611686022722355200,15,0,1,23,23,1496,'manual'
4611686027017322496,15,0,1,23,23,1505,'manual'
4611686035607257088,15,0,1,7,7,1515,'manual'
4611686035607257088,15,0,1,15,15,1518,'manual'
4611686035607257088,15,0,1,23,23,1521,'manual'
4611686052787126272,15,0,1,7,7,1525,'manual'
4611686052787126272,15,0,1,15,15,1528,'manual'
4611686052787126272,15,0,1,23,23,1531,'manual'
32779,0,0,0,0,73,1445,'manual'
32768,0,0,38,32767,38,32769,'manual'
4611686022722355200,15,0,1,7,7,1491,'manual'
4611686022722355200,15,0,1,15,15,1494,'manual'
4611686022722355200,15,0,1,23,23,1497,'manual'
4611686027017322496,15,0,1,23,23,1506,'manual'
4611686035607257088,15,0,1,7,7,1516,'manual'
4611686035607257088,15,0,1,15,15,1519,'manual'
4611686035607257088,15,0,1,23,23,1522,'manual'
4611686052787126272,15,0,1,7,7,1526,'manual'
4611686052787126272,15,0,1,15,15,1529,'manual'
4611686052787126272,15,0,1,23,23,1532,'manual'
32779,0,0,0,0,73,1445,'manual'
32768,0,0,38,32767,38,32769,'manual'
4611686022722355200,15,0,1,7,7,1492,'manual'
4611686022722355200,15,0,1,15,15,1495,'manual'
4611686022722355200,15,0,1,23,23,1498,'manual'
4611686027017322496,15,0,1,23,23,1507,'manual'
4611686035607257088,15,0,1,7,7,1517,'manual'
4611686035607257088,15,0,1,15,15,1520,'manual'
4611686035607257088,15,0,1,23,23,1523,'manual'
4611686052787126272,15,0,1,7,7,1527,'manual'
4611686052787126272,15,0,1,15,15,1530,'manual'
4611686052787126272,15,0,1,23,23,1533,'manual'
32779,0,0,0,0,73,1445,'manual'
32768,0,0,38,32767,38,32769,'manual'
32779,0,0,0,0,143,1546,'manual'
0,23,2113,1,10,1,225,'auto'
0,23,2117,1,10,1,229,'auto'
0,23,2121,1,10,1,221,'auto'
0,23,2125,1,10,1,223,'auto'
0,23,2129,1,10,1,225,'auto'
0,23,2133,1,10,1,227,'auto'
32779,0,0,0,0,113,0,'manual'
32779,0,0,0,0,52,320,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,20,1117,1,5,1,1441,'manual'
4611686027017322496,15,1124,1,5,1,1696,'manual'
4611686035607257088,20,1131,1,5,1,1441,'manual'
4611686052787126272,13,1138,1,5,1,1623,'manual'
4611686022722355200,20,1145,1,5,1,1441,'manual'
4611686027017322496,13,1151,1,5,1,1539,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,0,2071,1,32767,1,32769,'manual'
4611686027017322496,0,2078,1,32767,1,32769,'manual'
4611686035607257088,20,2085,1,32767,1,1441,'manual'
4611686052787126272,0,2092,1,32767,1,32769,'manual'
4611686022722355200,0,2099,1,32767,1,32769,'manual'
4611686027017322496,0,2106,1,32767,1,32769,'manual'
32779,0,0,0,0,93,595,'manual'
4611686069966995456,13,0,1,32767,1,1692,'manual'
4611686044197191688,13,0,1,32767,1,1851,'manual'
32779,0,0,0,0,51,1005,'manual'
32779,0,0,0,0,10,1355,'manual'
32779,0,0,0,0,8,1366,'manual'
2,10,0,1,9,1,1473,'manual'
32779,0,0,0,0,9,1302,'manual'
4,10,0,1,9,1,1472,'manual'
32768,0,0,10,32767,10,1459,'manual'
32779,0,0,0,0,143,1546,'manual'
32779,0,0,0,0,113,0,'manual'
32779,0,0,0,0,52,320,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,20,1117,1,5,1,1441,'manual'
4611686027017322496,15,1124,1,5,1,1696,'manual'
4611686035607257088,20,1131,1,5,1,1441,'manual'
4611686052787126272,13,1138,1,5,1,1623,'manual'
4611686022722355200,20,1145,1,5,1,1441,'manual'
4611686027017322496,13,1151,1,5,1,1539,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,0,2071,1,32767,1,32769,'manual'
4611686027017322496,0,2078,1,32767,1,32769,'manual'
4611686035607257088,20,2085,1,32767,1,1441,'manual'
4611686052787126272,0,2092,1,32767,1,32769,'manual'
4611686022722355200,0,2099,1,32767,1,32769,'manual'
4611686027017322496,0,2106,1,32767,1,32769,'manual'
32779,0,0,0,0,93,595,'manual'
32779,0,0,0,0,51,1005,'manual'
32769,20,0,1,32767,32767,1443,'manual'
32770,20,2040,1,32767,32767,1450,'manual'
32770,20,2043,1,32767,32767,1448,'manual'
32779,0,0,0,0,8,1339,'manual'
32779,0,0,0,0,8,1366,'manual'
16,20,0,1,1,1,1445,'manual'
64,20,0,1,1,1,1441,'manual'
16,21,0,1,32767,32767,1471,'manual'
64,21,0,1,32767,32767,1470,'manual'
32779,0,0,0,0,3,1312,'manual'
32768,0,0,10,32767,10,32769,'manual'
32779,0,0,0,0,143,1546,'manual'
32779,0,0,0,0,113,0,'manual'
32779,0,0,0,0,52,320,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,20,1117,1,5,1,1441,'manual'
4611686027017322496,15,1124,1,5,1,1696,'manual'
4611686035607257088,20,1131,1,5,1,1441,'manual'
4611686052787126272,13,1138,1,5,1,1623,'manual'
4611686022722355200,20,1145,1,5,1,1441,'manual'
4611686027017322496,13,1151,1,5,1,1539,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,0,2071,1,32767,1,32769,'manual'
4611686027017322496,0,2078,1,32767,1,32769,'manual'
4611686035607257088,20,2085,1,32767,1,1441,'manual'
4611686052787126272,0,2092,1,32767,1,32769,'manual'
4611686022722355200,0,2099,1,32767,1,32769,'manual'
4611686027017322496,0,2106,1,32767,1,32769,'manual'
32779,0,0,0,0,93,595,'manual'
32779,0,0,0,0,51,1005,'manual'
32779,0,0,0,0,8,1339,'manual'
32779,0,0,0,0,8,1366,'manual'
16,20,0,1,1,1,1445,'manual'
32,0,0,1,1,1,32769,'manual'
16,21,0,1,32767,32767,1471,'manual'
32,21,0,1,32767,32767,1469,'manual'
32779,0,0,0,0,3,1312,'manual'
32768,0,0,10,32767,10,1441,'manual'
32779,0,0,0,0,143,1546,'manual'
32809,15,0,1,32767,32767,1853,'manual'
32779,0,0,0,0,113,0,'manual'
32779,0,0,0,0,52,320,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,20,1117,1,5,1,1441,'manual'
4611686027017322496,15,1124,1,5,1,1696,'manual'
4611686035607257088,20,1131,1,5,1,1441,'manual'
4611686052787126272,13,1138,1,5,1,1623,'manual'
4611686022722355200,20,1145,1,5,1,1441,'manual'
4611686027017322496,13,1151,1,5,1,1539,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,0,2071,1,32767,1,32769,'manual'
4611686027017322496,0,2078,1,32767,1,32769,'manual'
4611686035607257088,20,2085,1,32767,1,1441,'manual'
4611686052787126272,0,2092,1,32767,1,32769,'manual'
4611686022722355200,0,2099,1,32767,1,32769,'manual'
4611686027017322496,0,2106,1,32767,1,32769,'manual'
32779,0,0,0,0,93,595,'manual'
32779,0,0,0,0,51,1005,'manual'
32779,0,0,0,0,8,1339,'manual'
32779,0,0,0,0,8,1366,'manual'
32,0,0,1,1,1,32769,'manual'
64,20,0,1,1,1,1441,'manual'
32,21,0,1,32767,32767,1469,'manual'
64,21,0,1,32767,32767,1470,'manual'
32779,0,0,0,0,3,1312,'manual'
32768,0,0,10,32767,10,1445,'manual'
32779,0,0,0,0,143,1546,'manual'
4611686069966995456,13,0,1,32767,1,1692,'manual'
32779,0,0,0,0,113,0,'manual'
32779,0,0,0,0,52,320,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,20,1117,1,5,1,1441,'manual'
4611686027017322496,15,1124,1,5,1,1696,'manual'
4611686035607257088,20,1131,1,5,1,1441,'manual'
4611686052787126272,13,1138,1,5,1,1623,'manual'
4611686022722355200,20,1145,1,5,1,1441,'manual'
4611686027017322496,13,1151,1,5,1,1539,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,0,2071,1,32767,1,32769,'manual'
4611686027017322496,0,2078,1,32767,1,32769,'manual'
4611686035607257088,20,2085,1,32767,1,1441,'manual'
4611686052787126272,0,2092,1,32767,1,32769,'manual'
4611686022722355200,0,2099,1,32767,1,32769,'manual'
4611686027017322496,0,2106,1,32767,1,32769,'manual'
32779,0,0,0,0,93,595,'manual'
32779,0,0,0,0,51,1005,'manual'
32779,0,0,0,0,10,1355,'manual'
32779,0,0,0,0,8,1366,'manual'
2,10,0,1,9,1,1473,'manual'
8,10,0,1,9,1,1468,'manual'
32779,0,0,0,0,13,1288,'manual'
32768,0,0,10,32767,10,32770,'manual'
32779,0,0,0,0,143,1546,'manual'
32809,15,0,1,32767,1,1853,'manual'
32779,0,0,0,0,113,0,'manual'
32779,0,0,0,0,52,320,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,20,1117,1,5,1,1441,'manual'
4611686027017322496,15,1124,1,5,1,1696,'manual'
4611686035607257088,20,1131,1,5,1,1441,'manual'
4611686052787126272,13,1138,1,5,1,1623,'manual'
4611686022722355200,20,1145,1,5,1,1441,'manual'
4611686027017322496,13,1151,1,5,1,1539,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,0,2071,1,32767,1,32769,'manual'
4611686027017322496,0,2078,1,32767,1,32769,'manual'
4611686035607257088,20,2085,1,32767,1,1441,'manual'
4611686052787126272,0,2092,1,32767,1,32769,'manual'
4611686022722355200,0,2099,1,32767,1,32769,'manual'
4611686027017322496,0,2106,1,32767,1,32769,'manual'
32779,0,0,0,0,93,595,'manual'
32779,0,0,0,0,51,1005,'manual'
32779,0,0,0,0,10,1355,'manual'
32779,0,0,0,0,8,1366,'manual'
8,10,0,1,9,1,1468,'manual'
32779,0,0,0,0,9,1302,'manual'
4,10,0,1,9,1,1472,'manual'
32768,0,0,10,32767,10,1461,'manual'
32779,0,0,0,0,143,1546,'manual'
32779,0,0,0,0,113,0,'manual'
32779,0,0,0,0,52,320,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,0,2071,1,5,1,32769,'manual'
4611686027017322496,0,2078,1,5,1,32769,'manual'
4611686035607257088,20,2085,1,5,1,1441,'manual'
4611686052787126272,0,2092,1,5,1,32769,'manual'
4611686022722355200,0,2099,1,5,1,32769,'manual'
4611686027017322496,0,2106,1,5,1,32769,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,20,1117,6,32767,6,1441,'manual'
4611686027017322496,15,1124,6,32767,6,1696,'manual'
4611686035607257088,20,1131,6,32767,6,1441,'manual'
4611686052787126272,13,1138,6,32767,6,1623,'manual'
4611686022722355200,20,1145,6,32767,6,1441,'manual'
4611686027017322496,13,1151,6,32767,6,1539,'manual'
32779,0,0,0,0,93,595,'manual'
32779,0,0,0,0,57,1057,'manual'
32769,20,0,1,32767,1,1443,'manual'
32770,20,2040,1,32767,1,1450,'manual'
32770,20,2043,1,32767,1,1448,'manual'
32779,0,0,0,0,8,1339,'manual'
32779,0,0,0,0,8,1366,'manual'
16,10,0,1,9,1,1476,'manual'
64,10,0,1,9,1,1475,'manual'
32779,0,0,0,0,6,1321,'manual'
32768,0,0,10,32767,10,32769,'manual'
32779,0,0,0,0,143,1546,'manual'
32779,0,0,0,0,113,0,'manual'
32779,0,0,0,0,52,320,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,0,2071,1,5,1,32769,'manual'
4611686027017322496,0,2078,1,5,1,32769,'manual'
4611686035607257088,20,2085,1,5,1,1441,'manual'
4611686052787126272,0,2092,1,5,1,32769,'manual'
4611686022722355200,0,2099,1,5,1,32769,'manual'
4611686027017322496,0,2106,1,5,1,32769,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,20,1117,6,32767,6,1441,'manual'
4611686027017322496,15,1124,6,32767,6,1696,'manual'
4611686035607257088,20,1131,6,32767,6,1441,'manual'
4611686052787126272,13,1138,6,32767,6,1623,'manual'
4611686022722355200,20,1145,6,32767,6,1441,'manual'
4611686027017322496,13,1151,6,32767,6,1539,'manual'
32779,0,0,0,0,93,595,'manual'
32779,0,0,0,0,57,1057,'manual'
32779,0,0,0,0,8,1339,'manual'
32779,0,0,0,0,8,1366,'manual'
16,10,0,1,9,1,1476,'manual'
32,10,0,1,9,1,1474,'manual'
32779,0,0,0,0,6,1321,'manual'
32768,20,0,10,32767,10,1441,'manual'
32779,0,0,0,0,143,1546,'manual'
32779,0,0,0,0,113,0,'manual'
32779,0,0,0,0,52,320,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,0,2071,1,5,1,32769,'manual'
4611686027017322496,0,2078,1,5,1,32769,'manual'
4611686035607257088,20,2085,1,5,1,1441,'manual'
4611686052787126272,0,2092,1,5,1,32769,'manual'
4611686022722355200,0,2099,1,5,1,32769,'manual'
4611686027017322496,0,2106,1,5,1,32769,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,20,1117,6,32767,6,1441,'manual'
4611686027017322496,15,1124,6,32767,6,1696,'manual'
4611686035607257088,20,1131,6,32767,6,1441,'manual'
4611686052787126272,13,1138,6,32767,6,1623,'manual'
4611686022722355200,20,1145,6,32767,6,1441,'manual'
4611686027017322496,13,1151,6,32767,6,1539,'manual'
32779,0,0,0,0,93,595,'manual'
32779,0,0,0,0,57,1057,'manual'
32779,0,0,0,0,8,1339,'manual'
32779,0,0,0,0,8,1366,'manual'
32,10,0,1,9,1,1474,'manual'
64,10,0,1,9,1,1475,'manual'
32779,0,0,0,0,6,1321,'manual'
32768,0,0,10,32767,10,1445,'manual'
32779,0,0,0,0,143,1546,'manual'
32779,0,0,0,0,113,0,'manual'
32779,0,0,0,0,52,320,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,0,2071,1,5,1,32769,'manual'
4611686027017322496,0,2078,1,5,1,32769,'manual'
4611686035607257088,20,2085,1,5,1,1441,'manual'
4611686052787126272,0,2092,1,5,1,32769,'manual'
4611686022722355200,0,2099,1,5,1,32769,'manual'
4611686027017322496,0,2106,1,5,1,32769,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,20,1117,6,32767,6,1441,'manual'
4611686027017322496,15,1124,6,32767,6,1696,'manual'
4611686035607257088,20,1131,6,32767,6,1441,'manual'
4611686052787126272,13,1138,6,32767,6,1623,'manual'
4611686022722355200,20,1145,6,32767,6,1441,'manual'
4611686027017322496,13,1151,6,32767,6,1539,'manual'
32779,0,0,0,0,93,595,'manual'
32779,0,0,0,0,57,1057,'manual'
32779,0,0,0,0,8,1339,'manual'
32779,0,0,0,0,8,1366,'manual'
2,0,0,1,1,1,1461,'manual'
8,20,0,1,1,1,1459,'manual'
2,21,0,1,32767,1,1479,'manual'
8,21,0,1,32767,1,1478,'manual'
32779,0,0,0,0,3,1328,'manual'
32768,0,0,10,32767,10,32770,'manual'
32779,0,0,0,0,143,1546,'manual'
32779,0,0,0,0,113,0,'manual'
32779,0,0,0,0,52,320,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,0,2071,1,5,1,32769,'manual'
4611686027017322496,0,2078,1,5,1,32769,'manual'
4611686035607257088,20,2085,1,5,1,1441,'manual'
4611686052787126272,0,2092,1,5,1,32769,'manual'
4611686022722355200,0,2099,1,5,1,32769,'manual'
4611686027017322496,0,2106,1,5,1,32769,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,20,1117,6,32767,6,1441,'manual'
4611686027017322496,15,1124,6,32767,6,1696,'manual'
4611686035607257088,20,1131,6,32767,6,1441,'manual'
4611686052787126272,13,1138,6,32767,6,1623,'manual'
4611686022722355200,20,1145,6,32767,6,1441,'manual'
4611686027017322496,13,1151,6,32767,6,1539,'manual'
32779,0,0,0,0,93,595,'manual'
32779,0,0,0,0,57,1057,'manual'
32779,0,0,0,0,8,1339,'manual'
32779,0,0,0,0,8,1366,'manual'
2,0,0,1,1,1,1461,'manual'
4,0,0,1,1,1,32770,'manual'
2,21,0,1,32767,32767,1479,'manual'
4,21,0,1,32767,32767,1477,'manual'
32779,0,0,0,0,3,1328,'manual'
32768,20,0,10,32767,10,1459,'manual'
32779,0,0,0,0,143,1546,'manual'
32779,0,0,0,0,113,0,'manual'
32779,0,0,0,0,52,320,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,0,2071,1,5,1,32769,'manual'
4611686027017322496,0,2078,1,5,1,32769,'manual'
4611686035607257088,20,2085,1,5,1,1441,'manual'
4611686052787126272,0,2092,1,5,1,32769,'manual'
4611686022722355200,0,2099,1,5,1,32769,'manual'
4611686027017322496,0,2106,1,5,1,32769,'manual'
0,22,1113,1,32767,1,32769,'auto'
4611686022722355200,20,1117,6,32767,6,1441,'manual'
4611686027017322496,15,1124,6,32767,6,1696,'manual'
4611686035607257088,20,1131,6,32767,6,1441,'manual'
4611686052787126272,13,1138,6,32767,6,1623,'manual'
4611686022722355200,20,1145,6,32767,6,1441,'manual'
4611686027017322496,13,1151,6,32767,6,1539,'manual'
32779,0,0,0,0,93,595,'manual'
32779,0,0,0,0,57,1057,'manual'
32779,0,0,0,0,8,1339,'manual'
32779,0,0,0,0,8,1366,'manual'
4,0,0,1,1,1,32770,'manual'
8,20,0,1,1,1,1459,'manual'
4,21,0,1,32767,32767,1477,'manual'
8,21,0,1,32767,32767,1478,'manual'
32779,0,0,0,0,3,1328,'manual'
32768,0,0,10,32767,10,1461,'manual'
4611686022722355200,18,40,1,32767,1,1486,'manual'
4611686022722355200,0,0,1,32767,1,1485,'manual'
14,20,0,1,32767,1,1484,'manual'
896,20,0,1,32767,1,1483,'manual'
16,20,0,1,32767,1,1482,'manual'
64,20,0,1,32767,1,1481,'manual'
32768,0,0,0,0,0,1480,'manual'
4611686022722355200,18,40,1,32767,1,1486,'manual'
4611686022722355200,0,0,1,32767,1,1485,'manual'
14,20,0,1,32767,1,1484,'manual'
896,20,0,1,32767,1,1483,'manual'
48,0,0,1,32767,1,1480,'manual'
32768,20,0,0,0,0,1481,'manual'
4611686022722355200,18,40,1,32767,1,1486,'manual'
4611686022722355200,0,0,1,32767,1,1485,'manual'
14,20,0,1,32767,1,1484,'manual'
896,20,0,1,32767,1,1483,'manual'
96,0,0,1,32767,1,1480,'manual'
32768,20,0,0,0,0,1482,'manual'
32768,2,0,0,0,0,1480,'manual'
32768,2,0,0,0,0,1480,'manual'
32768,0,0,25,32767,25,32769,'manual'
32768,0,0,25,32767,25,32769,'manual'
4611686027017322752,0,0,1,1,1,1487,'manual'
32768,0,0,49,32767,49,32769,'manual'
32768,0,0,49,32767,49,32769,'manual'
4611686027017322496,15,0,1,3,1,1826,'manual'
32768,0,0,49,32767,49,32769,'manual'
32768,0,0,39,32767,39,32769,'manual'
32768,0,0,39,32767,39,32769,'manual'
32768,0,0,39,32767,39,32769,'manual'
32768,0,0,37,32767,37,32769,'manual'
32768,0,0,37,32767,37,32769,'manual'
32768,0,0,37,32767,37,32769,'manual'
32768,0,0,35,32767,35,32769,'manual'
32768,0,0,35,32767,35,32769,'manual'
32768,0,0,35,32767,35,32769,'manual'
32768,0,0,45,32767,45,32769,'manual'
32768,0,0,45,32767,45,32769,'manual'
32768,0,0,45,32767,45,32769,'manual'
0,15,0,23,23,23,1508,'auto'
32768,0,0,0,0,0,32769,'manual'
0,15,0,23,23,23,1506,'auto'
32768,0,0,0,0,0,32769,'manual'
0,15,0,23,23,23,1507,'auto'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,53,32767,53,32769,'manual'
32768,0,0,53,32767,53,32769,'manual'
32768,0,0,53,32767,53,32769,'manual'
32768,0,0,53,32767,53,32769,'manual'
0,22,2137,1,32767,1,32769,'auto'
32768,0,0,53,32767,53,32769,'manual'
0,22,2137,1,32767,1,32769,'auto'
32768,0,0,53,32767,53,32769,'manual'
0,22,2137,1,32767,1,32769,'auto'
32768,0,0,55,32767,55,32769,'manual'
32768,0,0,40,32767,40,32769,'manual'
32768,0,0,40,32767,40,32769,'manual'
32768,0,0,40,32767,40,32769,'manual'
32768,0,0,54,32767,54,32769,'manual'
32768,0,0,54,32767,54,32769,'manual'
32768,0,0,54,32767,54,32769,'manual'
32768,0,0,52,32767,52,32769,'manual'
32768,0,0,52,32767,52,32769,'manual'
32768,0,0,52,32767,52,32769,'manual'
32768,0,0,49,32767,49,32770,'manual'
32768,0,0,49,32767,49,32770,'manual'
32768,0,0,49,32767,49,32770,'manual'
32768,0,0,53,32767,53,32769,'manual'
32768,0,0,35,32767,35,32769,'manual'
32768,0,0,35,32767,35,32769,'manual'
32768,0,0,35,32767,35,32769,'manual'
32768,0,0,36,32767,36,32769,'manual'
32768,0,0,36,32767,36,32769,'manual'
32768,0,0,36,32767,36,32769,'manual'
32768,0,0,38,38,38,32769,'manual'
32768,0,0,38,38,38,32769,'manual'
32768,0,0,38,38,38,32769,'manual'
32768,0,0,40,32767,40,32769,'manual'
32768,0,0,40,32767,40,32769,'manual'
32768,0,0,40,32767,40,32769,'manual'
0,10,1294,15,17,15,1538,'auto'
0,10,1602,15,17,15,1538,'auto'
0,22,1284,1,32767,1,32769,'auto'
32768,0,0,46,32767,46,32769,'manual'
32768,0,0,48,32767,48,32769,'manual'
0,22,2148,1,32767,1,32769,'auto'
0,22,2157,1,32767,1,32769,'auto'
0,15,2166,46,46,46,1627,'auto'
0,48,2171,1,8,1,1784,'auto'
0,22,2180,1,32767,1,32769,'auto'
0,22,2187,1,32767,1,32769,'auto'
0,13,2194,46,32767,46,1754,'auto'
0,22,2200,46,32767,46,32769,'auto'
4611686035607257088,48,2203,1,8,1,1784,'manual'
0,10,2206,15,17,15,1540,'auto'
0,10,2210,15,17,15,1540,'auto'
0,10,1294,15,17,15,1540,'auto'
0,10,1602,15,17,15,1540,'auto'
4611686035607257088,13,0,1,8,1,1784,'manual'
32768,0,0,46,32767,46,32769,'manual'
32768,0,0,48,32767,48,32769,'manual'
32768,0,0,44,32767,44,32769,'manual'
32768,0,0,49,32767,49,32769,'manual'
32768,0,0,57,32767,57,32769,'manual'
32768,0,0,73,32767,73,32769,'manual'
32768,0,0,80,32767,80,32769,'manual'
32768,0,0,64,32767,64,32769,'manual'
32768,0,0,69,32767,69,32769,'manual'
32768,0,0,78,32767,78,32769,'manual'
32768,0,0,53,32767,53,32769,'manual'
32768,0,0,61,32767,61,32769,'manual'
32768,0,0,67,32767,67,32769,'manual'
4611686031312289856,13,0,1,1,1,1720,'manual'
4611686027017322496,15,0,1,14,10,1600,'manual'
4611686035607257092,15,0,1,14,14,1558,'manual'
4611686035607257088,10,0,1,9,9,1565,'manual'
32768,0,0,27,32767,27,32769,'manual'
0,22,2013,1,2,1,32769,'auto'
0,0,1321,1,2,1,2205,'auto'
0,22,1983,1,2,1,32769,'auto'
0,22,1993,1,2,1,32769,'auto'
32768,0,0,25,32767,25,32769,'manual'
0,22,1973,1,2,1,32769,'auto'
0,0,1321,1,2,1,2205,'auto'
0,22,1983,1,2,1,32769,'auto'
0,22,1993,1,2,1,32769,'auto'
32768,0,0,25,32767,25,32769,'manual'
0,22,2003,1,2,1,32769,'auto'
0,0,1321,1,2,1,2205,'auto'
0,22,1983,1,2,1,32769,'auto'
0,22,1993,1,2,1,32769,'auto'
32768,0,0,25,32767,25,32769,'manual'
0,22,2013,1,2,1,32769,'auto'
0,0,1321,1,2,1,2205,'auto'
0,22,1983,1,2,1,32769,'auto'
0,22,1993,1,2,1,32769,'auto'
32768,0,0,25,32767,25,32769,'manual'
0,22,1179,1,2,1,32769,'auto'
0,22,1186,1,2,1,32769,'auto'
0,22,1193,1,2,1,32769,'auto'
32768,0,0,18,32767,18,32769,'manual'
4611686052787126272,15,0,1,28,16,1559,'manual'
32768,0,0,47,32767,47,32769,'manual'
0,22,2137,1,32767,1,32769,'auto'
0,22,2214,1,32767,1,32769,'auto'
0,22,2219,1,32767,1,32769,'auto'
